City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
622,Misratah,LY,32.3754,15.0925,65.32,69,100,13.91,overcast clouds
623,Acari,PE,-15.4311,-74.6158,69.4,78,74,3.76,broken clouds
624,Awbari,LY,26.5921,12.7805,63.27,46,4,9.82,clear sky
625,Bonthe,SL,7.5264,-12.505,79.11,83,6,6.69,clear sky
626,Mercedes,AR,-34.6515,-59.4307,82.85,26,0,9.44,clear sky
627,Galveston,US,29.3669,-94.9669,71.94,90,100,5.91,overcast clouds
628,Kennett,US,36.2362,-90.0556,53.83,99,1,5.75,clear sky
629,Boysun,UZ,38.2061,67.1986,44.64,30,91,5.57,overcast clouds
630,Jalingo,NG,8.8833,11.3667,77.88,34,100,2.06,overcast clouds
631,Lumeje,AO,-11.55,20.7833,65.28,94,100,2.51,moderate rain
632,Denizli,TR,37.8402,29.0698,36.45,69,0,3.78,clear sky
633,Mogadishu,SO,2.0371,45.3438,78.31,73,97,8.97,overcast clouds
634,Devils Lake,US,48.1128,-98.8651,17.94,69,1,8.01,clear sky
635,Talmenka,RU,53.8183,83.5677,20.64,74,100,13.15,overcast clouds
636,Tarrega,ES,41.647,1.1396,51.82,83,97,0.72,overcast clouds
637,Bida,NG,9.0833,6.0167,77.72,43,46,3.15,scattered clouds
638,Kilis,TR,36.7161,37.115,43.03,72,6,4.81,clear sky
639,Paracuru,BR,-3.41,-39.0306,81.1,81,20,8.32,few clouds
640,Cassilandia,BR,-19.1133,-51.7342,72.95,69,100,4.14,overcast clouds
641,Nosy Varika,MG,-20.5833,48.5333,71.11,91,18,2.71,few clouds
642,Lubango,AO,-14.9172,13.4925,58.41,82,78,1.16,broken clouds
643,Belyy Yar,RU,53.6039,91.3903,6.69,92,100,0.0,smoke
644,Rincon,US,32.296,-81.2354,63.12,89,20,0.0,few clouds
645,Lysychovo,UA,48.4968,23.2899,39.2,93,35,2.42,scattered clouds
646,Diamantino,BR,-14.4086,-56.4461,75.09,90,98,1.25,overcast clouds
647,Port-Gentil,GA,-0.7193,8.7815,79.47,87,100,7.36,light rain
648,Torbat-E Jam,IR,35.244,60.6225,51.12,32,100,1.12,overcast clouds
649,Marsa Matruh,EG,31.3525,27.2453,64.74,69,14,7.74,few clouds
650,Moratuwa,LK,6.773,79.8816,75.22,77,96,6.02,overcast clouds
651,Mahibadhoo,MV,3.7833,72.9667,81.36,77,23,14.47,few clouds
652,Abapo,BO,-18.8333,-63.4667,70.93,56,100,2.98,overcast clouds
653,Oriximina,BR,-1.7656,-55.8661,75.78,91,83,3.91,broken clouds
654,Sarwar,IN,26.0667,75.0,68.45,59,0,5.37,clear sky
655,Gangapur,IN,26.4833,76.7167,66.07,31,0,4.38,clear sky
656,Bonoua,CI,5.2741,-3.595,82.02,90,42,4.5,light rain
657,Parrsboro,CA,45.4001,-64.332,46.69,72,100,14.43,overcast clouds
658,Skibbereen,IE,51.55,-9.2667,40.8,80,6,10.16,clear sky
659,Menongue,AO,-14.6585,17.691,65.39,84,100,3.62,overcast clouds
660,Plerin,FR,48.5425,-2.7798,47.44,76,99,15.99,overcast clouds
661,Rolla,US,37.9514,-91.7713,50.52,47,1,4.0,clear sky
662,Kafanchan,NG,9.5833,8.3,70.16,34,57,3.56,broken clouds
663,Inta,RU,66.0317,60.1659,7.14,92,100,6.24,overcast clouds
664,Joshimath,IN,30.5667,79.5667,46.47,18,0,8.34,clear sky
665,Pedro Ii,BR,-4.4247,-41.4586,77.74,51,99,1.95,overcast clouds
666,Valparaiso,CL,-33.0393,-71.6273,55.04,94,90,8.05,overcast clouds
667,Belmonte,BR,-15.8631,-38.8828,72.1,90,97,11.3,overcast clouds
668,Puerto Leguizamo,CO,-0.1934,-74.7819,72.14,97,60,1.66,broken clouds
669,Thiruvananthapuram,IN,8.4833,76.9167,76.98,88,20,0.0,mist
670,Sao Joao Do Piaui,BR,-8.3581,-42.2467,83.75,40,91,5.17,overcast clouds
671,Myitkyina,MM,25.3833,97.4,64.96,77,0,1.74,clear sky
672,Oranjemund,NA,-28.55,16.4333,62.26,84,100,7.72,overcast clouds
673,Pangody,RU,65.85,74.4859,19.02,95,100,17.81,light snow
674,San Rafael,AR,-34.6177,-68.3301,80.51,31,1,3.6,clear sky
675,Kitgum,UG,3.2783,32.8867,68.94,71,77,1.63,broken clouds
676,Groningen,NL,53.25,6.75,42.04,87,75,1.01,broken clouds
677,Yurgamysh,RU,55.3714,64.4656,29.01,84,100,15.61,overcast clouds
678,Rubi,ES,41.4923,2.033,56.41,83,40,3.44,scattered clouds
679,Wabana,CA,47.6332,-52.9481,30.07,82,20,2.3,few clouds
680,Ambanja,MG,-13.6833,48.45,73.63,90,7,2.66,clear sky
681,Ambovombe,MG,-25.1667,46.0833,69.33,75,89,13.31,overcast clouds
682,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.0,96,39,2.15,scattered clouds
683,Aransas Pass,US,27.9095,-97.15,77.0,90,1,5.01,clear sky
684,Leca Da Palmeira,PT,41.191,-8.7003,51.87,86,0,4.7,clear sky
685,Fereydunshahr,IR,32.941,50.121,34.77,99,96,3.71,light rain
686,Pimenta Bueno,BR,-11.6725,-61.1936,74.37,96,100,2.33,heavy intensity rain
687,Ostroleka,PL,53.0862,21.5757,38.93,94,100,5.97,overcast clouds
688,Rockport,US,28.0206,-97.0544,77.02,86,1,1.01,clear sky
689,Salym,RU,60.0625,71.4789,20.61,94,100,10.45,light snow
690,Lujan,AR,-34.5703,-59.105,83.03,46,0,1.99,clear sky
691,Matagami,CA,49.7502,-77.6328,32.11,100,90,14.97,light snow
692,Hambantota,LK,6.1241,81.1185,73.74,94,0,5.75,clear sky
693,Toktogul,KG,41.8708,72.9402,33.44,42,11,4.43,few clouds
694,Kumo,NG,10.0447,11.2122,76.69,24,100,5.32,overcast clouds
695,Luxor,EG,25.6989,32.6421,60.58,53,0,4.14,clear sky
696,Rio Grande,BR,-32.035,-52.0986,70.07,70,0,8.37,clear sky
697,Abakaliki,NG,6.3163,8.1169,76.98,88,100,7.14,overcast clouds
698,Constitucion,CL,-35.3333,-72.4167,57.0,78,7,12.15,clear sky
699,Mishawaka,US,41.662,-86.1586,47.43,57,40,5.99,scattered clouds
700,Alta Floresta,BR,-9.8756,-56.0861,72.46,97,100,2.48,overcast clouds
701,Toguchin,RU,55.2353,84.3858,23.81,79,100,12.86,overcast clouds
702,Mannarakkat,IN,10.9833,76.4667,76.55,97,15,2.1,few clouds
703,Bozdar,PK,27.1828,68.636,53.67,18,0,6.69,clear sky
704,Amapa,BR,1.0,-52.0,73.06,96,100,3.06,overcast clouds
705,Terrace Bay,CA,48.7834,-87.1,22.62,74,98,22.55,overcast clouds
706,Jibuti,DJ,11.5,42.5,74.62,77,99,11.39,overcast clouds
707,Bradley,US,35.1501,-84.8666,56.12,88,75,4.61,moderate rain
708,Trencin,SK,48.8333,18.25,43.68,84,100,3.29,overcast clouds
709,Rumuruti,KE,0.267,36.5389,57.18,90,60,6.78,broken clouds
710,Freeport,US,40.6576,-73.5832,54.18,76,90,1.01,overcast clouds
711,Pasni,PK,25.2631,63.471,72.14,31,0,19.51,clear sky
712,Iranshahr,IR,27.2025,60.6848,62.26,19,0,3.22,clear sky
713,Oksfjord,NO,70.2396,22.3479,25.72,78,32,10.45,scattered clouds
