City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Waunakee,US,2021-11-21 01:06:42,43.1919,-89.4557,41.47,75,1,0.0
288,Sakakah,SA,2021-11-21 01:06:42,29.9697,40.2064,57.96,42,100,2.37
289,Santa Teresa,VE,2021-11-21 01:06:42,10.2341,-66.6631,80.42,98,83,2.13
290,Iseyin,NG,2021-11-21 01:06:43,7.9667,3.6,75.31,85,12,4.09
291,Boca Do Acre,BR,2021-11-21 01:06:43,-8.7522,-67.3978,74.48,91,100,1.99
292,Andilamena,MG,2021-11-21 01:06:43,-17.0167,48.5833,60.22,91,21,3.02
293,Deer Lake,CA,2021-11-21 01:05:34,49.1667,-57.4316,30.69,78,44,6.51
294,Tura,IN,2021-11-21 01:06:44,25.5198,90.2201,62.83,75,97,2.42
295,Kozyatyn,UA,2021-11-21 01:06:44,49.7143,28.8339,44.76,88,91,14.16
296,Manbij,SY,2021-11-21 01:06:44,36.5281,37.9549,52.57,77,98,10.02
297,Sistranda,NO,2021-11-21 01:06:44,63.7256,8.834,40.96,85,100,22.1
298,Dobrinka,RU,2021-11-21 01:06:45,52.1653,40.4731,33.03,83,47,17.36
299,Karla,EE,2021-11-21 01:06:45,59.3723,24.9275,40.96,78,75,9.22
300,Hovd,MN,2021-11-21 01:06:45,48.0056,91.6419,6.24,37,0,0.87
301,Along,IN,2021-11-21 01:06:45,28.1667,94.7667,56.35,67,25,1.41
302,Myre,NO,2021-11-21 01:06:46,69.1036,15.9492,31.01,62,100,31.45
303,Grand-Lahou,CI,2021-11-21 01:06:46,5.1367,-5.0242,79.5,88,81,7.29
304,Borgarnes,IS,2021-11-21 01:06:46,64.5383,-21.9206,29.98,83,100,5.23
305,Saint-Prosper,CA,2021-11-21 01:06:47,46.2117,-70.4811,28.31,71,100,3.33
306,Zernograd,RU,2021-11-21 01:06:47,46.8452,40.3083,42.84,93,100,16.35
307,Kvarkeno,RU,2021-11-21 01:06:47,52.0833,59.725,22.98,86,100,17.72
308,Coihaique,CL,2021-11-21 01:06:47,-45.5752,-72.0662,53.55,87,82,3.44
309,Redondela,ES,2021-11-21 01:06:48,42.2834,-8.6096,56.25,79,0,4.61
310,Sao Francisco,BR,2021-11-21 01:06:48,-15.9486,-44.8644,70.27,91,100,4.14
311,Santa Cruz,BO,2021-11-21 01:06:48,-17.8,-63.1667,76.46,78,56,3.44
312,Kifri,IQ,2021-11-21 01:06:48,34.6959,44.9661,60.93,48,100,6.44
313,Kautokeino,NO,2021-11-21 01:06:49,69.0125,23.0412,17.01,91,100,9.91
314,Atar,MR,2021-11-21 01:02:20,20.5169,-13.0499,82.27,22,98,3.58
315,Sedhiou,SN,2021-11-21 01:06:49,12.7081,-15.5569,75.9,59,90,1.52
316,Gambela,ET,2021-11-21 01:06:49,8.25,34.5833,75.88,53,100,3.13
317,Forrest City,US,2021-11-21 01:06:50,35.0081,-90.7898,51.66,49,42,7.9
318,Valparaiso,CL,2021-11-21 01:06:50,-33.0393,-71.6273,55.04,87,90,5.75
319,Nikel,RU,2021-11-21 01:07:50,69.4128,30.222,28.58,76,99,17.67
320,Poltava,UA,2021-11-21 01:07:50,49.5937,34.5407,36.77,82,20,10.54
321,Tecoanapa,MX,2021-11-21 01:07:51,16.5167,-98.75,79.81,74,0,5.61
322,Belyy Yar,RU,2021-11-21 01:07:51,53.6039,91.3903,21.09,64,100,4.47
323,Santa Isabel Do Rio Negro,BR,2021-11-21 01:07:51,-0.4139,-65.0192,73.2,98,96,2.37
324,Leskolovo,RU,2021-11-21 01:07:52,60.2634,30.4546,36.52,89,100,7.29
325,Santa Isabel,BR,2021-11-21 01:07:52,-23.3156,-46.2214,64.65,97,100,6.04
326,Acarau,BR,2021-11-21 01:07:52,-2.8856,-40.12,81.0,80,49,18.21
327,Agde,FR,2021-11-21 01:07:52,43.3108,3.4758,49.87,100,100,2.3
328,Birigui,BR,2021-11-21 01:07:53,-21.2886,-50.34,74.68,64,52,15.68
329,Ribeira Grande,PT,2021-11-21 01:07:53,38.5167,-28.7,65.14,78,100,30.31
330,Sorland,NO,2021-11-21 01:07:53,67.667,12.6934,36.81,61,100,30.62
331,Tongeren,BE,2021-11-21 01:07:54,50.7805,5.4648,45.45,93,75,6.91
332,Taltal,CL,2021-11-21 01:07:54,-25.4,-70.4833,63.9,71,4,5.99
333,Jermuk,AM,2021-11-21 01:07:54,39.8417,45.6723,30.51,79,99,2.46
334,Durban,ZA,2021-11-21 01:06:06,-29.8579,31.0292,64.02,89,100,4.0
335,Shelburne,CA,2021-11-21 01:05:06,44.0787,-80.2041,37.27,91,100,12.95
336,Sioux Lookout,CA,2021-11-21 01:07:54,50.1001,-91.917,25.21,93,95,8.19
337,Mana,GF,2021-11-21 01:03:13,5.6592,-53.7767,78.21,90,63,8.59
338,Bunschoten,NL,2021-11-21 01:07:55,52.2333,5.3667,51.1,96,97,7.34
339,Palampur,IN,2021-11-21 01:07:55,32.1167,76.5333,51.53,22,0,7.16
340,Luba,GQ,2021-11-21 01:07:56,3.4568,8.5547,79.75,82,51,5.06
341,Rocha,UY,2021-11-21 01:07:56,-34.4833,-54.3333,56.89,74,0,6.31
342,Northport,US,2021-11-21 01:06:02,33.229,-87.5772,55.17,80,1,0.0
343,Roald,NO,2021-11-21 01:07:56,62.5833,6.1333,40.15,81,75,3.44
344,Awjilah,LY,2021-11-21 01:07:57,29.1081,21.2869,61.03,63,0,8.21
345,Temiscaming,CA,2021-11-21 01:07:57,46.7212,-79.0971,39.67,97,100,9.6
346,Baykit,RU,2021-11-21 01:07:57,61.67,96.37,-18.24,100,100,2.86
347,Marzuq,YE,2021-11-21 01:07:57,14.4,46.4667,65.61,43,10,4.41
348,Santa Fe,AR,2021-11-21 01:07:58,-31.6333,-60.7,78.98,47,0,1.99
349,Long,TH,2021-11-21 01:07:58,18.0761,99.8326,80.19,91,66,0.94
350,Brae,GB,2021-11-21 01:04:23,60.3964,-1.353,39.11,68,100,23.04
351,Warrensburg,US,2021-11-21 01:07:58,38.7628,-93.7361,52.29,53,1,0.0
352,Candolim,IN,2021-11-21 01:07:58,15.5181,73.7626,78.87,85,100,9.71
353,Sibolga,ID,2021-11-21 01:07:59,1.7427,98.7792,76.71,92,100,0.29
354,Garh Maharaja,PK,2021-11-21 01:07:59,30.8339,71.9053,60.94,23,0,4.72
355,Amambai,BR,2021-11-21 01:07:59,-23.1042,-55.2258,70.81,80,1,5.19
356,Lima,PE,2021-11-21 01:05:10,-12.0432,-77.0282,64.9,82,75,13.8
357,El Alto,PE,2021-11-21 01:08:00,-4.2714,-81.2147,61.61,90,71,15.97
358,Mitsamiouli,KM,2021-11-21 01:08:00,-11.3847,43.2844,79.05,77,7,8.55
359,Chandler,US,2021-11-21 01:03:41,33.3062,-111.8412,74.95,26,75,0.0
360,Yenagoa,NG,2021-11-21 01:08:00,4.9247,6.2642,76.06,96,100,3.96
361,Monrovia,LR,2021-11-21 01:08:01,6.3005,-10.7969,79.74,82,12,6.11
362,Srinagar,IN,2021-11-21 01:08:01,34.0833,74.8167,38.8,36,0,1.63
363,Aksu,CN,2021-11-21 01:08:01,41.1231,80.2644,26.29,44,0,3.13
364,Camden,US,2021-11-21 01:07:43,39.7835,-74.9663,44.67,79,100,4.09
365,Axim,GH,2021-11-21 01:09:02,4.8699,-2.2405,79.14,90,12,6.93
366,Tanout,NE,2021-11-21 01:08:09,14.9709,8.8879,76.86,21,6,9.28
367,Salvador,SV,2021-11-21 01:09:02,13.8333,-88.9167,72.0,74,83,2.3
368,Illela,NG,2021-11-21 01:09:02,13.7292,5.2975,79.34,18,0,9.62
369,Pyaozerskiy,RU,2021-11-21 01:09:02,65.8333,31.1667,28.67,85,93,13.31
370,Vilhena,BR,2021-11-21 01:09:03,-12.7406,-60.1458,70.16,97,90,1.16
371,Cap-Aux-Meules,CA,2021-11-21 01:09:03,47.3821,-61.8597,39.42,57,99,18.39
372,Tarnogskiy Gorodok,RU,2021-11-21 01:09:03,60.4997,43.5761,28.13,93,100,1.54
373,Cockburn Town,TC,2021-11-21 01:09:04,21.4612,-71.1419,81.46,76,100,17.43
374,Yarmouth,US,2021-11-21 01:09:04,41.7057,-70.2286,44.96,69,1,6.91
375,Kattivakkam,IN,2021-11-21 01:09:04,13.2167,80.3167,77.09,93,100,4.45
376,Shalya,RU,2021-11-21 01:09:04,57.2471,58.7298,26.64,95,100,9.57
377,Mazagao,BR,2021-11-21 01:09:05,-0.115,-51.2894,75.25,85,100,4.65
378,Sao Jose De Ribamar,BR,2021-11-21 01:09:05,-2.5619,-44.0542,82.78,83,6,10.16
379,Pascagoula,US,2021-11-21 01:09:05,30.3658,-88.5561,60.04,94,1,0.0
380,Rizomata,GR,2021-11-21 01:09:05,40.3472,22.2036,44.62,77,0,1.43
381,Mitchell,US,2021-11-21 01:09:06,43.7094,-98.0298,38.73,86,90,3.44
382,Qaqortoq,GL,2021-11-21 01:09:06,60.7167,-46.0333,34.3,99,100,4.63
383,Barranca,PE,2021-11-21 01:09:06,-10.75,-77.7667,64.31,85,100,7.65
384,Kungurtug,RU,2021-11-21 01:09:06,50.5994,97.5228,-7.53,86,84,1.92
385,Salinas,US,2021-11-21 01:08:53,36.6777,-121.6555,66.79,68,1,5.75
386,Farmington,US,2021-11-21 01:09:07,36.7281,-108.2187,49.39,36,1,5.75
387,Maldonado,UY,2021-11-21 01:07:03,-34.6667,-54.9167,65.23,60,0,6.62
388,Joppatowne,US,2021-11-21 01:09:07,39.4579,-76.3552,41.9,81,1,0.0
389,Jumla,NP,2021-11-21 01:09:07,29.2747,82.1838,40.96,74,0,4.32
390,Chimore,BO,2021-11-21 01:09:08,-16.9833,-65.1333,76.64,69,62,1.79
391,Yambio,SS,2021-11-21 01:09:08,4.5721,28.3955,68.54,85,94,0.98
392,Alghero,IT,2021-11-21 01:09:08,40.5589,8.3181,54.99,100,40,2.3
393,Yol,IN,2021-11-21 01:09:08,32.1667,76.2,58.19,24,0,6.91
394,Bud,US,2021-11-21 01:09:09,39.447,-86.1758,42.85,78,83,6.35
395,Almaty,KZ,2021-11-21 01:05:08,43.25,76.95,15.71,79,40,4.47
396,Antofagasta,CL,2021-11-21 01:06:03,-23.65,-70.4,60.08,77,40,3.24
397,Brokopondo,SR,2021-11-21 01:09:09,4.75,-55.1667,77.9,88,63,8.01
398,Rajakhera,IN,2021-11-21 01:09:09,26.8961,78.1714,66.06,82,5,4.16
399,Codrington,AU,2021-11-21 01:09:10,-38.2667,141.9667,59.67,61,55,12.3
400,Hit,IQ,2021-11-21 01:09:10,33.6416,42.8251,59.67,61,72,2.04
401,Mucurapo,TT,2021-11-21 01:09:10,10.6667,-61.5333,79.25,85,84,8.46
402,Belomorsk,RU,2021-11-21 01:09:10,64.5232,34.7668,28.51,90,88,9.91
403,Bereda,ES,2021-11-21 01:09:11,43.2686,-7.5406,42.42,100,98,0.38
404,Zlobin,HR,2021-11-21 01:09:11,45.2924,14.6541,36.7,93,5,1.14
405,Maun,BW,2021-11-21 01:09:11,-19.9833,23.4167,74.61,59,57,6.51
406,Hatillo,PR,2021-11-21 01:09:11,18.4863,-66.8254,80.08,84,87,10.45
407,La Cruz,MX,2021-11-21 01:09:12,23.9167,-106.9,73.6,70,36,5.88
408,Mariani,IN,2021-11-21 01:09:12,26.6667,94.3333,62.28,87,0,1.23
409,Menongue,AO,2021-11-21 01:09:12,-14.6585,17.691,63.05,87,100,0.49
410,Yermakovskoye,RU,2021-11-21 01:10:12,53.2831,92.4003,13.17,82,98,4.18
411,Ajdabiya,LY,2021-11-21 01:10:13,30.7554,20.2263,63.14,70,13,8.21
412,Bayir,TR,2021-11-21 01:10:13,37.2687,28.2167,43.32,64,0,3.71
413,Seminole,US,2021-11-21 01:10:13,28.7086,-81.2081,73.06,86,75,8.05
414,Hobyo,SO,2021-11-21 01:10:14,5.3505,48.5268,78.51,71,13,9.91
415,Krasnozerskoye,RU,2021-11-21 01:10:14,53.9828,79.2374,12.99,78,100,12.21
416,Bosaso,SO,2021-11-21 01:10:14,11.2842,49.1816,74.64,65,29,6.55
417,Lykhivka,UA,2021-11-21 01:10:14,48.6874,33.9228,39.36,81,47,10.0
418,Urubicha,BO,2021-11-21 01:10:14,-15.3833,-62.95,75.6,71,44,1.28
419,Tonbridge,GB,2021-11-21 01:10:15,51.1924,0.2753,50.04,92,100,1.01
420,Constitucion,CL,2021-11-21 01:10:15,-35.3333,-72.4167,54.86,87,58,8.93
421,Mozhaysk,RU,2021-11-21 01:10:15,55.5019,36.0272,33.76,83,100,14.43
422,Cururupu,BR,2021-11-21 01:10:16,-1.8283,-44.8683,77.29,88,15,3.71
423,Malinovoye Ozero,RU,2021-11-21 01:10:16,51.6753,79.7825,16.05,68,100,13.96
424,Kapoeta,SS,2021-11-21 01:10:16,4.7717,33.5903,80.62,41,17,2.59
425,Lerwick,GB,2021-11-21 01:10:16,60.1545,-1.1494,39.2,69,100,24.54
426,Develi,TR,2021-11-21 01:10:17,38.3906,35.4922,38.55,91,18,0.51
427,Vryburg,ZA,2021-11-21 01:10:17,-26.9566,24.7284,62.98,82,5,10.69
428,Mezhdurechensk,RU,2021-11-21 01:10:17,53.6942,88.0603,7.63,95,100,3.33
429,Faya,SA,2021-11-21 01:10:17,18.3851,42.4509,48.72,55,0,3.11
430,Vedea,RO,2021-11-21 01:10:18,43.7833,25.7833,44.22,87,6,5.97
431,Aksarka,RU,2021-11-21 01:10:18,66.5606,67.7975,13.41,95,100,9.28
432,Soyo,AO,2021-11-21 01:10:18,-6.1349,12.3689,77.68,81,100,3.91
433,Tutoia,BR,2021-11-21 01:10:18,-2.7619,-42.2744,81.37,84,62,16.44
434,Goundam,ML,2021-11-21 01:10:19,16.4145,-3.6708,77.99,23,0,9.55
435,Sakassou,CI,2021-11-21 01:10:19,7.4546,-5.2926,76.62,71,99,3.87
436,Kudowa-Zdroj,PL,2021-11-21 01:10:19,50.443,16.244,44.44,98,55,5.08
437,Maloy,NO,2021-11-21 01:10:19,61.9353,5.1136,39.06,81,86,1.01
438,Sire,NG,2021-11-21 01:10:20,12.9299,5.2043,77.52,17,3,10.13
439,Minsk,BY,2021-11-21 01:09:01,53.9,27.5667,37.15,98,100,3.62
440,Hwange,ZW,2021-11-21 01:10:20,-18.3693,26.5019,70.92,83,100,1.99
441,Bouafle,CI,2021-11-21 01:10:20,6.9904,-5.7442,76.96,79,10,3.51
442,Herran,CO,2021-11-21 01:10:20,7.5061,-72.4833,61.0,95,100,1.52
443,Reyes,BO,2021-11-21 01:10:21,-14.3167,-67.3833,73.26,78,100,0.81
444,Sayyan,YE,2021-11-21 01:10:21,15.1718,44.3244,52.92,52,8,1.39
445,Thinadhoo,MV,2021-11-21 01:10:21,0.5333,72.9333,80.89,81,100,15.84
446,Dryden,CA,2021-11-21 01:10:21,49.7833,-92.7503,25.02,94,73,7.27
447,Regente Feijo,BR,2021-11-21 01:10:22,-22.2214,-51.3028,72.81,62,31,6.53
448,Sainte-Maxime,FR,2021-11-21 01:10:22,43.3,6.6333,54.95,68,2,5.66
449,Lakeside,US,2021-11-21 01:10:22,30.13,-81.7682,66.25,83,90,3.0
450,Teya,RU,2021-11-21 01:10:22,60.3778,92.6267,0.5,95,100,3.36
451,Kaliua,TZ,2021-11-21 01:10:23,-5.0606,31.7936,68.41,80,100,3.47
452,Najran,SA,2021-11-21 01:10:23,17.4924,44.1277,64.74,59,0,5.01
453,Itarema,BR,2021-11-21 01:10:23,-2.9248,-39.9167,80.91,79,47,17.4
454,Zamora,EC,2021-11-21 01:10:23,-4.0692,-78.9567,68.9,97,100,2.46
455,Puerto Escondido,MX,2021-11-21 01:10:24,15.85,-97.0667,83.23,69,20,0.0
456,Kumluca,TR,2021-11-21 01:10:24,36.3703,30.2869,60.67,48,0,6.89
457,Trairi,BR,2021-11-21 01:11:24,-3.2778,-39.2689,80.82,77,93,12.82
458,Clarence Town,AU,2021-11-21 01:11:24,-32.5833,151.7833,66.11,97,100,3.29
459,Dvorichna,UA,2021-11-21 01:11:25,49.8496,37.6857,37.26,75,14,13.96
460,Dwarka,IN,2021-11-21 01:11:25,22.2394,68.9678,78.06,78,100,13.58
461,Marawi,PH,2021-11-21 01:11:25,7.9986,124.2928,74.64,73,89,0.98
462,Kruisfontein,ZA,2021-11-21 01:11:25,-34.0033,24.7314,62.89,82,100,11.16
463,Albion,US,2021-11-21 01:11:26,42.2431,-84.753,40.01,79,75,0.0
464,Ghansor,IN,2021-11-21 01:11:26,22.65,79.95,66.27,46,96,2.13
465,Concepcion,CL,2021-11-21 01:11:26,-36.827,-73.0498,58.8,82,0,8.05
466,Inhambane,MZ,2021-11-21 01:11:26,-23.865,35.3833,73.47,74,100,9.55
467,Dali,CN,2021-11-21 01:11:27,25.7,100.1833,51.22,79,2,2.17
468,Strelka,RU,2021-11-21 01:11:27,58.0728,93.0344,11.14,95,100,5.84
469,Penzance,GB,2021-11-21 01:11:17,50.1186,-5.5371,51.01,85,100,22.75
470,Bulawayo,ZW,2021-11-21 01:11:27,-20.15,28.5833,62.89,90,93,10.76
471,Aosta,IT,2021-11-21 01:11:27,45.7667,7.4167,38.98,57,0,2.21
472,Mastic Beach,US,2021-11-21 01:11:28,40.7668,-72.8521,47.98,72,100,14.0
473,Gloversville,US,2021-11-21 01:11:28,43.0528,-74.3438,39.83,75,1,1.01
474,Kibala,TD,2021-11-21 01:11:28,9.1104,18.3463,77.41,31,56,2.93
475,Bani Walid,LY,2021-11-21 01:11:28,31.7566,13.9942,57.36,78,26,2.46
476,Yellowknife,CA,2021-11-21 01:11:29,62.456,-114.3525,-1.71,97,24,9.75
477,Kamskoye Ustye,RU,2021-11-21 01:11:29,55.2016,49.268,32.0,99,100,15.37
478,Tonota,BW,2021-11-21 01:11:29,-21.4833,27.4833,65.08,82,100,14.07
479,Salina Cruz,MX,2021-11-21 01:11:29,16.1667,-95.2,81.16,60,0,19.8
480,Muravlenko,RU,2021-11-21 01:11:30,63.7898,74.523,12.58,95,100,12.8
481,Vestmanna,FO,2021-11-21 01:11:30,62.1564,-7.1664,38.32,87,75,32.21
482,Nema,RU,2021-11-21 01:11:30,57.5067,50.5011,29.3,98,100,6.78
483,Isla Mujeres,MX,2021-11-21 01:11:30,21.2311,-86.731,77.16,83,100,10.92
484,Biasca,CH,2021-11-21 01:11:31,46.3597,8.9697,52.5,61,3,2.46
485,Agirish,RU,2021-11-21 01:11:31,61.9247,63.0231,18.5,98,95,4.23
486,Vogar,IS,2021-11-21 01:11:31,63.9832,-22.3874,34.36,80,75,11.5
487,Soest,DE,2021-11-21 01:11:32,51.5756,8.1062,47.23,87,100,10.04
488,Ylojarvi,FI,2021-11-21 01:11:32,61.5563,23.5961,32.5,93,90,5.75
489,Meulaboh,ID,2021-11-21 01:11:32,4.1363,96.1285,75.16,95,100,5.23
490,Ravar,IR,2021-11-21 01:11:32,31.2656,56.8055,50.74,40,0,1.72
491,Boende,CD,2021-11-21 01:11:33,-0.2167,20.8667,69.15,98,100,0.43
492,Talkha,EG,2021-11-21 01:11:33,31.0539,31.3779,57.0,92,100,8.43
493,Caraballeda,VE,2021-11-21 01:11:33,10.6112,-66.8522,81.37,82,20,4.61
494,Tayshet,RU,2021-11-21 01:11:33,55.9342,98.0044,11.79,93,100,5.7
495,Conway,US,2021-11-21 01:11:34,35.0887,-92.4421,56.7,64,90,0.0
496,Muisne,EC,2021-11-21 01:11:34,0.6,-80.0333,74.71,83,100,8.46
497,Puerto Gaitan,CO,2021-11-21 01:11:34,4.3133,-72.0816,80.31,73,100,13.06
498,Diego De Almagro,CL,2021-11-21 01:11:34,-26.3667,-70.05,65.91,24,91,1.32
499,Honningsvag,NO,2021-11-21 01:11:35,70.9821,25.9704,31.44,56,100,26.64
500,Buchanan,LR,2021-11-21 01:11:35,5.8808,-10.0467,78.53,86,25,4.7
501,Uruzgan,AF,2021-11-21 01:11:35,32.8333,66.0,37.53,42,0,3.38
502,San Rafael,AR,2021-11-21 01:11:35,-34.6177,-68.3301,80.46,25,13,1.7
503,Pochutla,MX,2021-11-21 01:11:36,15.7432,-96.4661,82.22,87,3,3.83
504,Hargeysa,SO,2021-11-21 01:12:36,9.56,44.065,63.03,51,73,3.13
505,Kangaba,ML,2021-11-21 01:12:36,11.9333,-8.4167,75.04,21,0,5.17
506,Sualkuchi,IN,2021-11-21 01:12:36,26.17,91.5709,64.38,94,20,0.0
507,Obo,CF,2021-11-21 01:11:17,5.3998,26.4869,70.75,76,11,0.92
508,Port-Gentil,GA,2021-11-21 01:12:37,-0.7193,8.7815,76.62,87,100,3.65
509,Mitu,CO,2021-11-21 01:12:37,1.1983,-70.1733,71.71,100,100,1.74
510,Steinbach,DE,2021-11-21 01:12:37,50.1667,8.5667,44.49,91,75,6.91
511,Rio Cuarto,AR,2021-11-21 01:12:38,-33.1307,-64.3499,75.67,29,2,10.76
512,Aran,AZ,2021-11-21 01:12:38,40.6253,46.9756,51.48,61,100,24.11
513,Pizhanka,RU,2021-11-21 01:12:38,57.4604,48.542,28.81,98,100,3.71
514,Korla,CN,2021-11-21 01:12:38,41.7597,86.1469,25.14,64,0,4.36
515,Hualmay,PE,2021-11-21 01:12:39,-11.0964,-77.6139,65.05,83,94,9.62
516,Murgab,TM,2021-11-21 01:12:39,37.4966,61.9714,43.16,49,14,6.04
517,Wer,IN,2021-11-21 01:12:39,27.0,77.1667,66.2,89,0,2.06
518,Bannu,PK,2021-11-21 01:12:39,32.9854,70.6027,59.65,25,0,3.89
519,Itacoatiara,BR,2021-11-21 01:12:40,-3.1431,-58.4442,75.81,94,100,2.1
520,Mangrol,IN,2021-11-21 01:12:40,21.1167,70.1167,78.82,63,100,11.21
521,Buta,CD,2021-11-21 01:12:40,2.7858,24.73,68.58,99,88,1.16
522,Surat Thani,TH,2021-11-21 01:12:40,9.1667,99.25,81.1,87,100,1.63
523,Kilindoni,TZ,2021-11-21 01:12:41,-7.9139,39.6668,79.72,72,8,8.66
524,Grand-Santi,GF,2021-11-21 01:12:41,4.25,-54.3833,74.77,85,44,2.73
525,Liverpool,GB,2021-11-21 01:08:21,53.4106,-2.9779,47.68,82,20,7.0
526,Matagami,CA,2021-11-21 01:12:41,49.7502,-77.6328,32.11,100,90,17.27
527,Anloga,GH,2021-11-21 01:12:41,5.7947,0.8973,81.48,81,31,5.53
528,Pinotepa Nacional,MX,2021-11-21 01:12:42,16.3167,-98.0167,74.5,84,5,0.67
529,Brake,DE,2021-11-21 01:12:42,53.3333,8.4833,49.05,97,100,11.01
530,Veldhoven,NL,2021-11-21 01:11:16,51.4183,5.4028,47.91,87,90,9.22
531,Imbituba,BR,2021-11-21 01:08:35,-28.24,-48.6703,67.82,80,0,7.61
532,Catemaco,MX,2021-11-21 01:12:42,18.4167,-95.1167,69.55,93,92,5.08
533,Vallenar,CL,2021-11-21 01:12:43,-28.5708,-70.7581,67.91,48,0,2.71
534,Calama,CL,2021-11-21 01:12:43,-22.4667,-68.9333,55.89,10,77,12.66
535,Eyrarbakki,IS,2021-11-21 01:12:43,63.863,-21.1481,30.0,76,100,5.79
